FACILID,FACSIZE,CHAIN,own2,occu_cat,perroom1,perroom2,perapt1,perapt2,unitmicro,unitcook,unitoven,unitfrig,unitsink,unitlock,unitfull,unithalf,KITCHEN,resspou2,rcfyear2,RCFBUILT,smokeres2,smokercf2,wateres2,watercf2,GRABRCF,wheelrcf2,callres2,wheelres2,WHEELBAT,grabath2,RESPITE,ADULTDAY,anyddmi,RISKAGRE,RISKOTH,LGFURN,smfurn2,PETRCF,PETRES,carpark2,MEDICAID,resmed2,WAITLIST,waitnum2,waitdays2,movein2,DIED2,moveout2,movehosp2,movenh2,movercf2,movepriv2,moveothp2,movecost2,rnhour2,lpnhour2,aidehour2,acthour2,dirhour2,rnhppd2,lpnhppd2,aidehppd2,CONTRACT,VOLWORK,volnum2,VOLOFFIC,VOLHOME,VOLPERS,VOLTRAN,VOLVISIT,VOLFAM,VOLRELIG,VOLMEAL,VOLSHOP,VOLREC,VOLEXER,VOLOTHER,resvol2,nightstf2,dirnum2,rnnum2,lpnnum2,aidenum2,dirleft2,rnleft2,lpnleft2,aideleft2,FLUSTAFF,FLUST_IMP,VACRECOM,VACSITE,VACFREE,VACCOST,VACINCEN,VACPROF,VACFURLO,VACMAIN,PNEUMAIN,PANDEMIC,TRAINAID,trainhrs2,HOUSEKP,JANITOR,FOODPREP,HELPREC,HELPLAUN,HELPTRAN,anytask,HIFAM,HIAIDE,LIFEAIDE,PENSAIDE,PAYPREM,FORMFUNC,physcog2,INDSERV,EHRS,COMPUTER,ITDEM,ITMDINFO,ITFUNC,ITSERPLN,ITNOTE,ITPROB,ITRXADM,ITRXLIST,ITALLERG,ITPRESC,ITCONTRA,ITORDER,ITVIEW,ITREMIND,ITDISCH,ITPUBLIC,anyitcap,ITMD,ITNH,ITHOSP,ITPHARM,ITLAB,ITLTC,ITPERS,ITPHR,ITCORP,itanyexch,PDA,HISPN_IMP,reshisp2,GENDER_IMP,resmale2,resfemale2,AGE_IMP,reslt55,reslt65,reslt75,reslt85,resge85,RACE_IMP,reswhite2,resblack2,resother2,resmem2,urincont2,bedchair2,wheelchr2,bedhelp2,eathelp2,medhelp2,walkhelp2,bathhelp2,demwing2,perdembed2,perdemres2,DEMLOCK,DEMWATCH,DEMYARD,DEMRATIO,DEMTRAIN,ADEMER,DCEMER,ADCOG,DCCOG,ADBEH,DCBEH,ADSNC,DCSNC,ADMON,DCMON,ADURINE,DCURINE,ADFECES,DCFECES,ADLIFT,DCLIFT,ADDRUG,DCDRUG,ADEOLC,DCEOLC,ADOTH,DCOTH,SERVDIET,STAFDIET,SERVNURS,STAFNURS,SERVBHM,STAFBHM,SERVOUT,STAFOUT,SERVCONT,STAFCONT,SERVAPPT,STAFAPPT,SERVSTOR,STAFSTOR,SERVCOUN,STAFCOUN,SERVCASE,STAFCASE,SERVOCC,STAFOCC,SERVPT,STAFPT,SERVWORK,STAFWORK,SERVEDU,STAFEDU,CABLETV,PHONE,INTERNET,PUBNET,AMPHONE,TDD,LISTEN,SIGNAL,BOARD,OTHEAR,MEDSTORE,MEDMIND,MEDDELIV,MEDHAND,MEDTAKE,MEDCUE,MEDDROP,MEDIV,MEDINJ,MEDOTH,RNHAND,LPNHAND,CERTHAND,AIDEHAND,DIRHAND,RNADM,LPNADM,CERTADM,AIDEADM,DIRADM,PERSLIC,DRMEDS,RESTRAIN,DRUGBEH,RATETYPE,FFSTYPE,DEPOSIT,PRIORFEE,costapt1,costapt1a,costapt2,costapt2a,costrm1,costrm1a,costrm2,costrm2a,SNSBAS,SNSEX,CONTBAS,CONTEX,APPTBAS,APPTEX,OCCBAS,OCCEX,PTBAS,PTEX,PRIVNURS,mealsbas2,MEALTIME,MEALROOM,RESNOENG,SPEAKLAN,FAMHELP,HANDSIGN,OTHCOMM,FACRESP,totalfac2,certif_comb,thisfac2,DIRGEND,dirage2,DIRHISP,DIRWHITE,DIRBLACK,DIRASIAN,dirother,dired2,msa2,PUFSTRATA,PUFPOPFAC,FACFNWT
890,2,2,2,3,33.3,66.7,0,0,25,25,25,25,25,25,25,75,2,0,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,36.8,1,2,91.3,12,6,2,60,5,20,20,5,5,0,0,368,10,3,1,1,4,2,1,4,2,2,2,2,2,2,1,2,2,1,2,2,78.9,2,1,0,0,11,0,0,0,4,6,2,1,1,2,2,2,2,2,5,5,1,1,2,2,2,2,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,10.5,89.5,2,25,25,25,36.8,52.6,2,100,0,0,78.9,1,5,4,4,5,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,2,3,2,2,1,1,2,-1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,-1,-1,-1,-1,2562,-1,2211,-1,-1,-1,1,2,1,2,-8,-8,-8,-8,1,2,2,1,2,-1,-1,-1,-1,1,183,1,120,2,2,2,1,2,2,2,1,1,7,1539,8
891,2,2,1,1,100,0,0,0,25,25,25,25,25,75,25,75,1,0,2,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,-1,1,1,2,1,1,2,-1,2,-1,-1,5,3,1,5,5,95,5,5,5,8,0,285,40,10,3,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,11,2,0,0,8,7,2,1,1,1,2,2,2,2,3,3,3,1,2,1,1,1,1,1,2,1,1,-1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,33.3,66.7,2,25,25,25,75,25,2,100,0,0,95,2,5,4,3,3,1,4,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,3,1,1,2,1,1,2,-1,2,-1,1,1,1,1,1,1,2,-1,2,-1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,1,2,-1,-1,-1,-1,3500,3500,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,-1,-1,-1,-1,1,48,1,12,1,2,2,1,2,2,2,4,1,11,2516,9
892,4,1,2,3,0,0,84.5,15.5,75,75,75,75,75,75,75,25,2,9.8,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,-1,1,1,2,1,1,1,27.5,1,10,180,26,1,4,20.8,37.5,5,8.3,33.3,8.3,51,66,349,40,31,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,0,1,1,2,3,15,0,0,2,10,6,2,1,1,1,2,2,2,2,1,1,3,1,4,1,1,2,1,1,1,1,1,-1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,14.7,85.3,2,25,25,25,25,69.6,2,100,0,0,2.9,5,-8,4,4,5,2,5,4,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,3,3,3,3,2,1,3,1,3,2,1,1,1,2,1,1,1,1,1,3,1,1,2,-1,1,1,1,1,1,1,1,2,1,2,2,-1,2,-1,1,1,2,1,-8,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,-1,2,2,2,1,1,2,1,2355,-1,2572,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,23,2,23,2,1,2,1,2,2,2,2,-8,10,3778,13
893,2,1,1,3,100,0,0,0,75,25,25,75,75,75,75,25,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,-1,1,1,2,2,1,2,-1,1,3,91.3,5,4,2,5,5,50,50,5,50,0,40,200,40,40,1,4,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,12,0,0,0,2,7,2,1,1,2,2,1,2,1,1,4,3,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,10.5,89.5,2,25,25,25,57.9,42.1,2,100,0,0,31.6,1,5,2,2,5,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,-1,-1,-1,-1,3400,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,1,2,2,-1,-1,-1,-1,1,120,1,30,2,1,2,1,2,2,2,3,1,11,2516,8
894,2,2,1,1,61.1,38.9,0,0,25,25,25,25,25,33.3,25,25,2,0,2,2,1,1,1,1,2,2,3,2,2,1,2,2,2,1,-1,1,1,2,2,1,1,71.4,2,-1,-1,9,1,3,5,5,95,5,5,5,1,0,252,0,32,2,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,4,0,0,0,0,2,2,1,2,2,2,2,1,2,4,4,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,85.7,14.3,2,25,42.9,25,28.6,25,2,85.7,14.3,0,0,5,4,4,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,3,1,1,1,3,1,3,1,3,2,-1,1,2,1,2,1,2,1,2,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,-1,1,2,2,2,1,2,1,-1,-1,-1,-1,1500,-1,1300,-1,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,-1,-1,-1,-1,2,-1,1,13,2,2,2,2,2,1,2,3,1,7,1539,8
895,1,1,1,4,80,20,0,0,25,25,25,25,25,25,75,25,1,0,1,2,1,1,2,2,3,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,-1,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,80,0,120,0,80,4,1,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,0,3,0,0,0,0,2,2,1,2,2,2,2,2,1,4,4,1,1,4,2,1,1,1,1,1,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,33.3,66.7,2,25,25,25,25,75,2,100,0,0,95,1,2,2,2,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,3,1,2,2,1,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,-1,-1,-1,-1,3000,-1,2000,-1,-1,-1,1,2,1,2,-1,-1,-1,-1,2,2,1,1,2,-1,-1,-1,-1,1,160,1,120,2,2,2,2,1,2,2,3,1,4,9825,35
896,2,2,1,2,36.4,63.6,0,0,25,25,25,25,25,75,25,25,1,0,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,-1,2,1,2,2,1,1,75,2,-1,-1,7,1,3,14.3,5,71.4,14.3,5,5,1,0,240,0,46,2,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,9,0,1,0,8,8,2,1,1,1,2,1,2,2,1,1,3,1,2,1,1,1,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,45.5,54.5,2,54.5,25,25,25,25,2,100,0,0,18.2,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,2,1,1,2,1,2,1,2,2,1,1,2,3,3,2,2,1,3,2,-1,1,3,1,3,1,3,2,-1,2,-1,1,2,1,2,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,-1,-1,-1,-1,-1,1,1,2,1,2,1,2,2,1,1,1,1,2,-1,-1,-1,-1,3500,-1,2500,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,2,-1,1,12,2,3,2,1,2,2,2,3,1,3,899,7
897,3,1,1,1,0,0,100,0,75,25,25,75,75,75,75,25,1,16.7,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,-1,2,-1,-1,5,1,2,33.3,66.7,5,5,5,5,6,56,168,40,0,2,4,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,6,0,0,0,0,6,2,1,1,1,2,2,1,2,1,4,1,1,3,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,16.7,83.3,2,25,25,25,41.7,58.3,2,100,0,0,25,5,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,2,1,3,1,2,1,1,2,1,2,1,2,3,3,3,3,3,3,2,2,2,-1,2,-1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,-1,1,2,1,1,1,1,2,2000,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,1,2,2,-1,-1,-1,-1,2,-1,1,110,2,2,2,1,2,2,2,3,1,10,3778,11
898,3,1,2,2,0,0,100,0,72.9,25,25,72.9,68.8,72.9,70.8,29.2,1,2.4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,-1,1,1,1,1,1,1,20,2,-1,-1,32,6,4,16.7,33.3,16.7,29.2,5,8.3,25,48,342,30,10,2,3,3,2,1,4,2,2,2,2,1,2,1,2,1,1,2,1,95,2,1,1,2,15,1,0,0,7,7,2,2,1,2,2,2,2,2,3,3,2,1,2,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,14.3,85.7,2,25,25,25,25,64.3,2,100,0,0,7.1,2,5,3,5,5,1,4,4,2,-1,-1,-1,-1,-1,-1,-1,1,2,3,3,3,3,2,1,1,2,3,2,3,1,2,1,1,2,3,3,2,2,1,1,2,-1,1,1,1,3,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,3138,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,-1,-1,-1,-1,1,2,1,2,2,-1,-1,-1,-1,1,168,1,50,2,2,2,1,2,2,2,1,2,10,3778,11
899,2,1,1,4,100,0,0,0,25,25,25,25,25,25,75,25,2,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,-1,2,-1,-1,8,6,1,5,5,5,95,5,5,40,0,434,0,40,4,1,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,0,15,0,0,0,4,4,2,1,1,1,2,2,2,2,4,4,3,1,2,1,1,1,1,1,2,1,2,2,1,2,-1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,0,2,46.7,53.3,2,25,25,25,25,73.3,2,100,0,0,40,3,5,3,3,5,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,-1,1,3,1,3,1,1,2,-1,2,-1,2,-1,1,1,1,2,1,2,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,1,-1,-1,-1,-1,4400,-1,-1,-1,-1,-1,1,2,-1,-1,2,1,2,1,1,2,2,2,2,-1,-1,-1,-1,1,300,1,24,2,2,2,1,2,2,2,3,1,7,1539,7
900,3,2,1,4,0,0,58.7,41.3,75,75,75,75,75,75,75,25,2,8.7,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,-1,1,1,2,1,1,2,-1,2,-1,-1,45,1,3,5,16.7,50,33.3,5,5,12,0,168,0,15,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,0,10,1,1,0,5,8,1,1,1,1,2,2,2,2,4,4,1,1,2,1,1,2,1,1,2,1,1,-1,1,1,-8,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,13,87,2,25,25,25,37,25,2,100,0,0,0,5,5,5,5,5,4,5,5,2,-1,-1,-1,-1,-1,-1,-1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,-1,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,-1,-1,-1,-1,-1,1,2,2,1,2,2,2,2,1,2,1,1,2,-8,-1,-8,-1,-1,-1,-1,-1,-8,-8,-8,-8,-1,-1,-1,-1,-1,-1,1,1,1,2,2,-1,-1,-1,-1,1,192,1,12,2,2,2,1,2,2,2,3,1,10,3778,11
901,2,2,1,3,44.4,55.6,0,0,25,25,25,25,25,25,25,25,1,15.4,1,2,1,1,2,2,1,1,3,1,3,1,2,2,1,2,2,1,1,2,2,1,2,-1,2,-1,-1,3,2,1,5,5,5,5,95,5,0,0,160,0,16,1,1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,5,0,0,0,1,7,2,2,1,2,2,2,2,2,4,4,1,1,2,1,2,2,1,1,2,1,2,2,2,2,-1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,38.5,61.5,2,25,25,25,25,75,2,100,0,0,0,2,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,2,1,2,3,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,-1,1,3,1,3,1,1,2,-1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,2,-1,-1,-1,-1,1650,-1,1350,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,1,2,1,1,2,-1,-1,-1,-1,1,72,1,72,2,2,2,1,2,2,2,3,2,11,2516,5
902,2,2,2,2,0,0,88.9,0,25,25,25,25,25,75,75,25,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,-1,2,-1,-1,9,2,2,5,5,95,5,5,5,0,20,39,0,20,1,4,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,1,2,0,0,0,0,8,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,-1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,27.3,72.7,2,25,25,25,36.4,54.5,2,100,0,0,0,5,5,5,5,5,2,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,-1,2,-1,1,1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,2,-1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,-1,-1,-1,-1,-1,2,1,2,2,2,-1,2,2,2,1,1,1,2,1700,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,1,2,-1,-1,-1,-1,1,1,1,1,2,-1,-1,-1,-1,1,24,2,24,2,2,2,1,2,2,2,1,2,11,2516,8
903,4,2,1,1,0,100,0,0,50,25,25,50,50,75,75,25,1,5.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,-1,1,1,2,1,1,1,20,2,-1,-1,27,3,4,5,81.8,5,18.2,5,18.2,16,68,672,60,50,2,4,4,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,2,3,15,1,1,0,12,2,2,2,1,2,2,2,2,2,2,4,1,1,2,1,2,1,1,1,2,1,1,-1,1,2,1,1,2,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,22.2,77.8,2,25,25,25,25,72.2,2,100,0,0,38.9,3,5,4,3,3,1,3,2,1,2,1,1,2,1,1,1,3,3,1,2,2,3,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,-1,1,1,1,1,1,1,1,1,1,1,2,-1,1,1,1,2,1,2,2,-1,2,-1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,2,-1,1,2,1,2,1,1,1,-1,-1,-1,-1,-1,-1,3500,3500,-1,-1,1,2,1,2,2,1,2,1,1,2,2,1,2,-1,-1,-1,-1,1,96,1,42,2,1,2,1,2,2,2,2,-8,11,2516,9
904,3,2,1,4,0,100,0,0,25,25,25,25,25,25,25,25,2,0,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,1,1,75,1,3,30.4,12,1,3,50,50,5,5,5,5,16,0,368,33,0,2,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,15,0,0,0,1,3,2,1,1,2,2,2,2,2,4,5,1,1,1,1,1,2,2,1,2,1,1,-1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,41.7,58.3,2,25,25.4,55.9,25,25,2,98.3,1.7,0,0,4,5,5,5,5,1,5,5,2,-1,-1,-1,-1,-1,-1,-1,2,1,2,1,2,1,2,1,1,2,3,3,2,1,2,1,1,2,2,1,2,2,1,1,2,-1,1,1,1,1,1,1,2,-1,1,1,1,2,1,2,1,2,1,2,2,-1,2,-1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,-1,-1,-1,-1,-1,-1,3400,-1,-1,-1,1,2,-1,-1,1,2,1,2,1,2,1,1,2,-1,-1,-1,-1,1,108,1,60,1,2,2,1,2,2,2,2,1,10,3778,11
905,2,2,1,4,66.7,33.3,0,0,25,25,25,25,25,25,33.3,66.7,2,0,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,-1,1,6,30.4,4,3,1,5,5,95,5,5,5,15,45,168,14,20,3,4,3,1,1,4,2,2,2,2,1,1,1,1,2,1,2,2,87.5,2,2,0,1,8,1,0,0,3,4,2,1,2,2,2,2,2,2,4,4,1,1,2,1,1,1,1,1,2,1,2,2,2,2,-1,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,25,75,2,25,25,25,25,56.3,2,100,0,0,75,1,5,2,2,2,1,2,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,3,1,2,1,1,2,1,2,1,2,3,2,3,1,1,2,2,2,1,1,2,-1,1,3,2,-1,1,3,2,-1,2,-1,2,-1,1,3,1,2,1,2,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,-1,-1,-1,-1,3000,-1,2800,-1,-1,-1,1,2,-1,-1,1,2,1,2,2,2,1,1,2,-1,-1,-1,-1,2,-1,1,120,2,3,2,1,2,2,2,3,1,7,1539,7
906,2,2,1,2,66.7,33.3,0,0,25,25,25,25,25,75,25,75,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,-1,2,-1,-1,21,5,3,44.4,5,11.1,44.4,5,5,0,36,216,0,0,1,4,5,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,95,1,3,0,1,6,0,0,2,6,7,2,1,2,1,2,2,2,2,4,4,1,1,4,1,1,1,1,1,1,1,1,-1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,12.5,87.5,2,25,25,25,37.5,37.5,2,100,0,0,87.5,1,2,4,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,3,3,2,1,1,2,1,2,1,2,1,2,3,3,1,2,2,2,1,1,2,-1,1,1,2,-1,1,1,1,1,2,-1,1,1,1,1,1,1,1,1,2,-1,2,-1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,-1,-1,-1,-1,3500,-1,3000,-1,-1,-1,1,2,1,2,1,2,1,2,1,2,2,2,2,-1,-1,-1,-1,2,-1,1,15,2,1,2,1,2,2,2,3,1,3,899,7
